State;Year;C_CE_I;C_CE_I_R;Total Current Assets;Current Liabilities;Noncurrent Liabilities;Unrestricted Net Assets;Restricted Net Assets;Total Net Assets;Total Assets;Total Liabilities;Total Taxes;Total Revenue;Total Expenses;NonCurrent Liability;Change in Net Assets;Population;UAAL pension (risk-free);UAAL OPEB;Primary gov debt;Personal income;1.Cash_ratio;2.quick_ratio;3.current_ratio;4.op_ratio;5. surplus_percap;6.net_asst_ratio;7.long_term_liab;8.lt_percapita;9.tax_income_ratio;10.rev_income_ratio;11.exp_income_ratio;12. pension_income_ratio;13. opeb_income_ratio;cashrank;Lrrank;budgetrank;servicelvlrank;trustrank;overallrank
Hawaii;2016;5221701;6517958;6864325;2356870;17222771;-6132729;2897500;1363380;20418474;19579641;6453501e3;11260248e3;10772412e3;17222771e3;474536e3;1428557;44009934586.484474;9065926e3;8667415e3;72214987e3;2.2155235545447987;2.765514432276706;2.9124750198356293;1.045285679753058;332.1785550034055;-0.15844616987537855;0.8434896261101589;12056.061466220808;0.08936512029005834;0.15592674689535013;0.14917141783879292;0.609429377678687;0.12554078282947;18;42;11;42;44;38
Idaho;2016;5094993;6222470;6651315;1427153;1621504;1154591;4373060;12085546;15108121;3048657;368657e4;8640796e3;8236717e3;1621504e3;404079e3;1683140;23784176475.89105;115982e3;1228927e3;65823005e3;3.5700397925099834;4.360058101689167;4.660547958067565;1.049058259498293;240.0745036063548;0.3658728309099457;0.10732664902538178;963.3803486341005;0.05600731841398004;0.1312731924043881;0.12513432044009537;0.36133531849375533;0.0017620283364455937;7;5;13;29;21;7
Illinois;2016;11911504;19803512;24518604;21606968;164066688;-151122780;8807892;-126727050;49782754;185673656;35416459e3;67591952e3;73353956e3;164066688e3;-5762004e3;12801539;445794295557.2482;51898621e3;31256694e3;666935503e3;0.551280679454887;0.9165335923115173;1.134754492161973;0.9214493080645848;-450.10244471387387;-2.85871866389714;3.29565310910682;12816.169055923667;0.05310327436564732;0.10134705934225846;0.10998658141610435;0.6684218991971226;0.07781655162538258;49;49;46;14;46;50
Indiana;2016;6222265;9357650;12169822;4543359;14296688;-5130564;1383913;11153908;28658787;18840047;135713e5;323934e5;32488468e3;14296688e3;-94984e3;6633053;67109979238.65232;339447e3;1000258e3;288486508e3;1.369529680573338;2.0596325317898057;2.6785957262016935;0.9970737924607587;-14.319801153405528;-0.13073306277756974;0.4988587967801987;2155.370686771235;0.047043101232311355;0.11228740028285829;0.1126169408241442;0.23262779151755797;0.0011766477481158322;27;31;36;18;5;21
Iowa;2016;3623106;6157625;6443469;2605543;5191374;1008560;2710931;16072383;23738935;7796917;8525e6;216731e5;2110208e4;5191374e3;571097e3;3134693;56391554127.84892;6433e5;3648776e3;146685133e3;1.3905377880925396;2.363278978700409;2.472985093702157;1.0270598917263132;182.1859429296585;0.15668314522113144;0.21868605310221373;1656.1028464350416;0.058117682587505305;0.14775253331228871;0.1438597052640638;0.3844394655036303;0.004385584188685298;26;12;23;41;25;29
Kansas;2016;1650227;3297780;3343613;2064030;7346035;-3135453;2291399;8840355;17917543;9410065;7337882e3;13689801e3;14512476e3;7346035e3;-822675e3;2907289;46981212499.13234;5657e3;7745489e3;1411123e5;0.7995169643852076;1.597738404965044;1.6199439930621164;0.9433125677520501;-282.9698045154782;-0.04710768658403666;0.4099912024768128;2526.7646250510356;0.05200030046990943;0.09701352043726875;0.10284345163391143;0.33293492132955343;4.008863862328089e-5;42;28;44;10;2;17
Kentucky;2016;3661692;6393582;7366397;4198041;44192238;-38058042;1216974;-14591232;32080162;48390279;11615262e3;27056222e3;27609826e3;44192238e3;-553604e3;4436974;106589790014.7378;5915484404;7692612e3;175258173e3;0.8722382654195135;1.5229917954588819;1.7547225003281293;0.9799490224965561;-124.7706206977999;-1.1484065448297922;1.3775565721893799;9959.994807271803;0.06627515168721974;0.15437923114718308;0.1575380224921094;0.6081872713276418;0.03375297312953274;40;46;39;43;43;46
Louisiana;2016;6893295;10873003;13401848;5414532;19348636;-11801088;5765994;6059175;29723986;24763168;8718575e3;24784753e3;25733059e3;19348636e3;51694e3;4681666;100414799380.38893;760385e4;12264745e3;203591796e3;1.273110030562198;2.0081150134489922;2.4751627656831654;0.9631483377083152;11.041795805168501;-0.20303784290572605;0.6509435174676774;4132.852706707398;0.042823803175251716;0.12173748396030654;0.12639536320019495;0.4932163346129573;0.037348508876064924;31;38;40;24;39;37
Maine;2016;718202;1429158;2221377;1098621;3744071;-1951027;531314;2054410;6717228;4842692;3766871e3;7970486e3;7646004e3;3744071e3;335817e3;1331479;20798670309.63905;1851822e3;116826e4;59005346e3;0.6537304493542359;1.3008653575709912;2.021968449538103;1.0424381153868085;252.2135159473037;-0.2113539990007783;0.5573833432481374;2811.9639889175874;0.06383948667973238;0.1350807433617964;0.12958154672968106;0.35248789676852416;0.031383969852494385;43;35;16;33;22;34
Maryland;2016;4315391;9192862;10110724;5761690;43233757;-23213860;2200770;-2423696;43628103;48995447;19398009e3;39060085e3;38172935e3;43233757e3;783716e3;6016447;117095766931.37608;1178945e4;18319396e3;34856972e4;0.7489800735548077;1.5955148576198996;1.7548191589620405;1.0232402879160327;130.26226276072904;-0.4816411568479152;0.9909611930640212;7185.928339433556;0.055650298597365255;0.1120581701703751;0.1095130552361232;0.3359321255196122;0.03382235840795351;41;44;27;17;17;33
Massachusetts;2016;4719686;10811045;11322868;9778996;78454773;-58432842;3284502;-52903780;28576409;88233769;25676303e3;58168767e3;61511391e3;78454773e3;-3342624e3;6811779;144582690582.3286;163225e5;29569062e3;443700515e3;0.4826350271541168;1.105537316918833;1.1578763300445158;0.945658455358293;-490.71233814250286;-1.9298554972389987;2.7454384838906805;11517.515908839674;0.057868544506873065;0.13109916494011734;0.1386326788464512;0.32585648583781474;0.03678720093439603;48;48;45;35;16;47
Michigan;2016;7102223;11798241;15554133;6837973;18693290;-11317949;7299236;17144696;41752305;25531263;277467e5;5776e7;56182979e3;1869329e4;1593095e3;9928300;184075446447.64044;179929e5;73149e5;440291844e3;1.0386444930390921;1.7254003489045657;2.274670139820675;1.0280693731103152;160.4599981870008;-0.09625128480930574;0.4477187546891124;1882.828883091768;0.06301888253919144;0.13118571417371067;0.12760395125556767;0.4180759851814117;0.04086584897084762;35;26;25;31;30;32
Minnesota;2016;14256196;18397345;18497554;6152163;13569198;-5027144;7754326;16665277;37690838;19721361;23845667e3;39855716e3;38129432e3;13569198e3;1726284e3;5519952;125729498810.8495;666638e3;915525e4;287681695e3;2.3172656511214025;2.9903864705795344;3.006674888165349;1.0452743172256014;312.73532813328814;0.07235662948114871;0.3600131681869212;2458.209419212341;0.08288906598662803;0.13854102187488848;0.13254034810939222;0.4370437917881758;0.0023172763911864466;17;22;12;36;32;24
Mississippi;2016;4770719;5717170;6208259;2234374;9073186;-5400624;4431757;13952286;24751091;11307560;6886235e3;1779968e4;16833448e3;9073186e3;966232e3;2988726;76627645843.97131;709077e3;5697307e3;107402992e3;2.1351479206256427;2.558734571741347;2.7785227540241695;1.057399529793302;323.29226566771257;-0.03914441589665684;0.36657721471752497;3035.803884330648;0.06411585815039492;0.16572797152615637;0.15673164859317887;0.7134591357005335;0.006602022781637219;19;29;8;44;47;36
Missouri;2016;4779338;8940620;9025160;2426889;11023289;-4784707;4352780;28906012;41679023;13450178;11419523e3;2631487e4;25660638e3;11023289e3;656732e3;6093e3;114252718155.6179;3182984e3;354697e4;26640608e4;1.9693269861126734;3.68398389872796;3.718818619228156;1.0254955469150846;107.78467093385852;-0.010363174779792704;0.2644805037776437;1809.1726571475463;0.042865099024767005;0.09877728766550674;0.09632151788727945;0.42886678170264697;0.011947865454121768;14;15;26;8;33;15
Montana;2016;4306642;5222392;5697726;1083359;2342529;-772132;3238487;8099004;11467710;3425888;2345511e3;6078227e3;5805386e3;2342529e3;272841e3;1042520;23227497409.46369;458429e3;220753e3;44188348e3;3.975267662889218;4.820555328381451;5.259314779311382;1.04699790849394;261.71296473928555;0.2150695300107868;0.2042717334149538;2246.9871081609945;0.05307985263445467;0.13755270959665655;0.13137820857208782;0.5256475623271477;0.010374431739335447;5;13;14;34;40;16
Nebraska;2016;4539008;5940605;6083148;1539630;538447;1056276;3044857;12865535;14893243;2078077;4960943e3;8755e6;8808e6;538447e3;-27747;1907116;20895152587.858856;0;3478e4;9466164e4;2.9481161058176317;3.858462747543241;3.951045381033105;0.9939827429609446;-0.014549193651566029;0.2753687024377431;0.036153777924660194;282.3357362635519;0.05240711020852797;0.09248730531184543;0.09304719419608619;0.22073516355578518;0;12;1;37;7;4;1
Nevada;2016;3436844;6236729;6323241;2349230;4988809;-1879271;2258085;5971151;13383903;7338039;5134753e3;11281233e3;9758203e3;4988809e3;153051e4;2940058;83921190360.76749;1445333e3;31866e5;128294465e3;1.462966163381193;2.654797103731861;2.69162278704086;1.1560768924360356;520.5713628778752;0.02830370184242967;0.3727469483303936;1696.8403344423818;0.040023184164648104;0.08793234376868869;0.07606098205405822;0.6541294697379773;0.011265747123229362;24;16;1;1;45;10
New Hampshire;2016;652697;1271807;2450346;869420;3409802;-1585022;1416594;2540365;6760874;4279222;2334399e3;6915074e3;6640554e3;3409802e3;550977e3;1334795;20854187491.31462;2138368e3;1486235e3;77848085e3;0.7507269213958732;1.4628223413310022;2.818368567550781;1.0413399243496853;412.7802396622702;-0.024912163723210933;0.5043433733567583;2554.551073385801;0.029986595045979614;0.088827798397353;0.08530144318900074;0.26788311480384674;0.027468472731217473;36;30;10;3;8;12
New Jersey;2016;5879448.255;15356676.165;15394946.153;6296918.833;169302833.47;-136955085.569;7037764.441000015;-120310738.217;43646594.904;175599752.303;30463362921;588727e5;66011876047;169302833470;-7136481774;8944469;272537051161.2716;854247e5;42727114e3;554267581e3;0.9337024044502242;2.43876037984179;2.4448379534956604;0.8918501264542618;-797.8653371150373;-2.97657403547175;3.87894711700601;18928.215131608147;0.0549614734205427;0.10621710888048493;0.11909748704389767;0.49170664224951594;0.15412176885012513;30;50;49;20;38;48
New Mexico;2016;5415102;6826694;7010560;2696674;8276249;-1302807;19628672;25911376;36484419;10972923;553957e4;18604838e3;19357914e3;8276249e3;-1019631e3;2081015;64635931073.36303;3805064e3;3497735e3;80758305e3;2.0080669743543345;2.5315236472780915;2.5997061565469166;0.9610972545905514;-489.9681165200635;0.5022929102968585;0.22684338210237087;3977.025153590916;0.0685944312476593;0.23037677672903115;0.2397018362383906;0.8003626509169928;0.04711668973240585;21;14;43;50;49;45
New York;2016;25266e3;54065e3;54565e3;35795e3;90921e3;-45464e3;7245e3;32764e3;157043e3;126716e3;73322e6;16962e7;169093e6;90921e6;323e6;19745289;422437436112.8602;88504417e3;56692e6;1195263336e3;0.705852772733622;1.510406481352144;1.524374912697304;1.0031166281277166;16.358332359683367;-0.24336646650917265;0.5789560820921659;4604.693301779477;0.06134380415731249;0.1419101505845905;0.1414692435609018;0.3534262479150119;0.07404595651380375;44;39;35;38;23;41
North Carolina;2016;9624183;14721215;15694277;5767834;9522453;4375860;1046109;51374862;66292680;15290287;24947311e3;48529379e3;43156809e3;9522453e3;5377288e3;10146788;131563617593.41713;3246702e4;780803e4;426188736e3;1.6685956981424916;2.55229519434852;2.7210001189354616;1.1244895098708525;529.9497732681515;0.08178835129308394;0.143642601264574;938.4696910983062;0.05853582906517736;0.11386828158686953;0.10126219994702065;0.3086980168181102;0.07617991105236531;23;8;2;16;14;9
North Dakota;2016;13661476.396;19431153.178999998;19597131.13;4232386.087;2659323.205;7310674.263;6780537.584999997;19546667.148;26412037.158;6891709.292;3319964543;7833354e3;7956015634;2659323205;-104196915;757952;12681947795.801353;877e5;1894145e3;41715862e3;3.227842667275075;4.591063475679552;4.6302796406484825;0.9845825297934552;-137.4716538778181;0.5335147669111877;0.1006860314897941;3508.564137306848;0.07958518376055612;0.1877787878385445;0.1907191953506798;0.30400780872756156;0.002102317818579417;8;9;38;49;12;19
Ohio;2016;37007894;43666540;45305204;10786711;37669813;-8957457;14175520;29329428;74104992;48456524;25083564e3;64858281e3;64628256e3;37669813e3;732611e3;11614373;388978840843.3407;15142634e3;17689412e3;521208626e3;3.4308784206789262;4.048179282823096;4.2000943568433415;1.0035592017213029;63.07796382981673;0.07041446006768343;0.5083303024983796;3243.3789581236974;0.048125765286163934;0.12443823406713918;0.1239969040727273;0.7463016178925264;0.0290529228501295;9;32;33;25;48;23
Oklahoma;2016;4697904;5806647;6066747;2276390;2389522;1507030;5608628;17984298;22741744;4665912;8242017e3;18239561e3;1896804e4;2389522e3;-669669e3;3923561;63161432899.24088;5215e3;214145e4;179237997e3;2.063751817570803;2.550813788498456;2.6650736473099954;0.9615943977342941;-170.678880741245;0.31288972384879543;0.10507206483372604;609.0186950069083;0.045983648210485194;0.10176168728330523;0.10582599849071064;0.3523886338633927;2.909539320504681e-5;20;3;41;11;1;5
Oregon;2016;9594371;11558643;12155336;3557064;13440187;1295976;4274621;15745743;32544188;16997250;10911900000.000002;269642e5;267653e5;13440187e3;-136632e3;4093465;120499659726.60287;1209e5;11083552e3;184407086e3;2.697272525880895;3.2494897477245277;3.4172384865720717;1.0074312636137088;-33.37807945102743;0.17117025626818527;0.41298271138305864;3283.327694263906;0.05917288883356685;0.14622106224269496;0.1451424702844662;0.6534437604344709;6.556147197076797e-4;13;25;34;40;42;31
Pennsylvania;2016;10072919;15850765;20300957;14621144;39747948;-20803306;3224426;13474147;65074717;54369092;34926048e3;77300586e3;76504776e3;39747948e3;79581e4;12784227;245402508551.91266;2072457e4;16588566e3;655506262e3;0.6889282398148873;1.0840988229101636;1.3884657041884;1.0104020956809285;62.24936400143709;-0.27013379097753126;0.6108047769151267;3109.1397235045965;0.05328102876307839;0.11792501533722953;0.11671097659170798;0.3743709599404447;0.03161612817666721;47;37;31;23;24;35
Rhode Island;2016;1376615;2241452;2455486;1216900;6039714;-4326282;1025872;-294276;6730751;7256614;3266347e3;8028733e3;779079e4;6039714e3;237943e3;1056426;21689082206.717304;644316e3;2556297e3;54486321e3;1.1312474319993426;1.841936067055633;2.0178206919220973;1.0305415753729725;225.23394918337868;-0.4903479567138942;0.8973313676289615;5717.1197982632;0.05994801887982123;0.1473531861327176;0.14298616344458273;0.3980647217256108;0.011825279963387508;37;43;21;39;27;40
South Carolina;2016;7776339;10143128;11038711;4087657;6502234;-2178165;6993227;18107275;28293271;10589891;10359673e3;23558826e3;22051744e3;6502234e3;1848633e3;4961119;90017295298.03592;10484863e3;2856956e3;195791444e3;1.902395186288869;2.4814038947005583;2.7004983539470166;1.0683429845730115;372.6242003064228;0.17018399887379582;0.22981556285945162;1310.6385877863443;0.052911775858806166;0.12032612620191922;0.11262874183613458;0.45976112877555525;0.0535511807145158;22;11;5;22;35;20
South Dakota;2016;2200837;3066225;3136267;462511;562477;915276;1514922;6240964;7218447;1024988;1581419e3;3919879e3;382808e4;562477e3;91829e3;865454;13315965610.091637;0;522268e3;41584285e3;4.758453312461758;6.629518000652958;6.780956561033143;1.0239804288311634;106.1050038476915;0.33666493637758926;0.07792216248176374;649.9213129756174;0.03802924590383122;0.0942634699622706;0.09205592930117712;0.3202162934890341;0;3;2;28;6;13;2
Tennessee;2016;8295632;11277293;11420192;2739039;4265113;4076521;1595049;33872852;40673233;7004152;14511434e3;30795973e3;28867794e3;4265113e3;1928349e3;6651194;50081156966.99448;1751877e3;2389853e3;288531063e3;3.028665163219655;4.117244405793419;4.169415623508829;1.066793430769251;289.92523748367586;0.13944232070265966;0.10486289594928438;641.2552392848562;0.05029418270988729;0.1067336482935288;0.10005090509093643;0.1735728432366205;0.0060717102061208575;10;4;7;12;3;3
Texas;2016;30834906;42299698;50289545;24047246;96786385;-14385220;89682498;159392449;289976966;120833631;47534436e3;144414936e3;140362715e3;96786385e3;4332208e3;27862596;431401467689.8407;87370542481;50806e6;1327260948e3;1.282263507430331;1.759024630096935;2.09128084771121;1.0288696396332886;155.48472224196195;0.259666410883132;0.3337726659296104;3473.703060547553;0.03581393400568884;0.1088067393360842;0.10575366902153442;0.3250313876407676;0.06582770525468666;34;21;24;13;15;22
Utah;2016;4450531;10096859;10368015;2765602;4745884;2180366;5915406;23594553;30855489;7511486;6886339e3;12698301e3;11809388e3;4745884e3;888913e3;3051217;45038010014.13174;18451e4;5155e6;124319657e3;1.609244931121687;3.650872034370817;3.7489179571030107;1.0752717244957994;291.33063954481116;0.26237704416222346;0.15381004008719487;1555.4069081287892;0.055392197550866794;0.10214234262245431;0.09499212180097955;0.36227585484837477;0.00148415789145879;15;10;4;9;20;8
