State;Year;C_CE_I;C_CE_I_R;Total Current Assets;Current Liabilities;Noncurrent Liabilities;Unrestricted Net Assets;Restricted Net Assets;Total Net Assets;Total Assets;Total Liabilities;Total Taxes;Total Revenue;Total Expenses;NonCurrent Liability;Change in Net Assets;Population;UAAL pension (risk-free);UAAL OPEB;Primary gov debt;Personal income;1.Cash_ratio;2.quick_ratio;3.current_ratio;4.op_ratio;5. surplus_percap;6.net_asst_ratio;7.long_term_liab;8.lt_percapita;9.tax_income_ratio;10.rev_income_ratio;11.exp_income_ratio;12. pension_income_ratio;13. opeb_income_ratio;cashrank;Lrrank;budgetrank;servicelvlrank;trustrank;overallrank
Indiana;2015;6840118.421052632;9903981.781376518;11908472.672064777;4040211.5384615385;13052395.748987854;-4102936.2348178136;1010719.6356275304;11397733.805668017;27874422.06477733;17092607.287449393;16277533400.809717;321e8;30189544534.412956;13052395748.987854;1910556680.1619434;6612768;54319789099.60695;334788461.53846157;1070759109.3117409;281000676113.36035;1.693009971368297;2.4513522836845887;2.9474874171067222;1.0632820234637632;288.91935724373565;-0.11093383719326219;0.4682570895516833;1973.8172802959145;0.057927025749372536;0.11423460058526809;0.10743584304485443;0.1933083928869034;0.0011914151459315432;19;29;13;16;5;17
Iowa;2015;4053988.866396761;6700504.048582996;6980904.858299595;2866809.71659919;5034237.854251012;1362562.7530364373;2600906.882591093;15689560.728744939;23738675.101214577;7901047.570850203;8341801619.4332;21223178137.65182;20657941295.54656;5034237854.251012;565287449.3927126;3121997;44226539332.84355;651113360.3238866;3723723684.2105265;145135604251.01215;1.4141115969168283;2.3372685008656946;2.435077856015094;1.0273617217717197;181.06598097074166;0.16696254608685984;0.2120690321926786;1612.5056668058976;0.05747591476593191;0.14622999123596384;0.1423354483012909;0.30472563614613624;0.004486241427002195;24;13;32;38;25;29
Kansas;2015;1819006.072874494;3464313.7651821864;3503146.7611336033;1868483.8056680162;5894626.5182186235;-2073e3;2158061.7408906883;9867133.603238866;17749364.372469638;7763110.323886639;7421434210.526316;13810282388.663967;14033464574.898785;5894626518.218623;-223182186.2348178;2906721;39150670207.88994;216535425.1012146;6270665991.902834;138984308704.45343;0.9735198492791683;1.8540774903551451;1.8748606493173035;0.9840964299981905;-76.78142698759798;0.004792382369625827;0.3321035274571046;2027.929931430854;0.05339764092583865;0.0993657666638554;0.10097157517788995;0.2816912971891153;0.0015579846899240373;37;20;45;11;18;22
Kentucky;2015;2625136.6396761136;5510855.263157895;6444764.170040485;4239279.352226721;40321866.396761134;-37265454.4534413;1211394.7368421052;-14199663.967611337;31138809.716599192;44561145.74898785;11520507085.020243;26296401821.862347;25749361336.03239;40321866396.76113;547040485.8299595;4424611;92635672222.08237;6003515915.991903;7799868421.052631;172829783400.80972;0.6192412487035647;1.2999509598873844;1.5202499374463996;1.0212448176360964;123.63583732670725;-1.1578496430895953;1.2949071195636204;9113.08731926064;0.0666581121513242;0.1521520267191352;0.14898682871294827;0.5359936834917561;0.034736581842894194;45;46;37;41;45;47
Louisiana;2015;8287894.736842105;11174567.813765183;14349651.821862347;5787193.319838056;19159826.923076924;-12052647.773279352;6015122.469635627;5896144.736842105;30511156.882591095;24947020.24291498;8520971659.919028;25289691295.54656;26853843117.40891;19159826923.076923;-1564151.8218623481;4668960;84776839430.67789;7696204453.441296;12756514170.040485;203030807692.3077;1.4321095354516387;1.9309131726185156;2.479552872836101;0.9417531481425713;-0.3350107565415742;-0.1978792651775386;0.6279613387589719;4103.6605417645305;0.04196886057229563;0.12456085646801433;0.13226486867995813;0.4175565294462938;0.03790658442882649;27;38;47;24;38;37
Maine;2015;668058.7044534413;1396995.951417004;2120637.6518218624;1086554.6558704453;3421157.8947368423;-2296245.951417004;589358.2995951417;1739466.5991902833;6574456.477732793;4507712.550607287;3839562753.0364375;7994195344.129555;7528679149.797571;3421157894.736842;494715587.04453444;1329453;16797457707.502003;1874313765.1821864;1222908906.882591;57584820850.20243;0.6148413251409387;1.2857116242328945;1.9517082186013064;1.061832385876678;372.11965149917626;-0.25962414651355087;0.520371213395975;2573.3575348183367;0.06667664666396092;0.13882469765643896;0.13074068892881005;0.29169940028463165;0.032548747005012126;41;35;12;35;24;34
Maryland;2015;3729490.890688259;8432058.704453442;9315679.149797572;5991203.4412955465;39849277.327935226;-23513107.287449393;2241609.3117408906;-3246367.4089068826;42260587.044534415;45840480.76923077;18942602226.72065;38467611336.03239;37930268218.62348;39849277327.93523;536339068.8259109;5994983;89481423361.49554;9203389676.113361;17762935222.672066;341269308704.4534;0.6224944499433971;1.4074065064013384;1.554892809278921;1.0141666047366644;89.46465216430322;-0.5033412799801501;0.9429418783497224;6647.1043083750565;0.05550631640047464;0.11271922307360539;0.11114468031894398;0.26220178925901705;0.02696811415902534;43;44;39;18;14;33
Massachusetts;2015;4468403.846153846;10907812.753036438;10980994.939271254;9892842.105263159;68218039.4736842;-55814452.4291498;3118776.3157894737;-50163113.36032388;28562620.44534413;78110881.57894737;25516018218.62348;55840167004.048584;58037081983.80567;68218039473.68421;-2196914979.757085;6784240;117157271132.24089;16085829959.51417;28777559716.59919;430518748987.85425;0.4516804977385195;1.1025964669175603;1.109993955471015;0.962146357041691;-323.8262472667661;-1.84491742325239;2.388367678106514;10055.369425858196;0.059268076660102295;0.12970437904348722;0.13480732748631816;0.2721304737776847;0.03736383141810157;48;48;48;32;19;48
Michigan;2015;6730755.060728745;11363727.732793523;15200563.765182186;6654559.716599191;17981097.165991902;-10074797.570850203;6717888.663967611;17473481.78137652;41729414.979757085;24635657.89473684;27605849190.2834;57303744939.271255;55938427125.50607;17981097165.9919;1383828947.368421;9917715;148830061363.47696;18211437246.963562;7185222672.064777;429967095141.70044;1.011450095479569;1.707660343696029;2.2842328286972573;1.0244075116860525;139.53102578249334;-0.08044466735301767;0.4308974179176613;1813.0282193017144;0.064204562400724155;0.13327472168628665;0.13009932098890253;0.34614290964388417;0.042355420804845036;36;25;35;34;31;32
Minnesota;2015;13756293.522267208;18257944.331983805;18388879.554655872;6731399.797570851;12963898.7854251;-5691143.724696356;7474487.854251012;15033327.935222672;36945459.51417004;19695298.58299595;23711597165.9919;39498178137.651825;37471645748.987854;12963898785.425102;2026532388.6639676;5482435;102350823819.75323;674734817.8137652;9216842105.263159;282654558704.4534;2.043600727330357;2.712354767365403;2.7318061781580463;1.0540817556356916;369.6409330277454;0.04826964268425659;0.35089288253277606;2364.624256452671;0.08388896069702169;0.13974010650559338;0.13257046311490273;0.3621056893222526;0.0023871358060043707;18;23;15;39;32;28
Mississippi;2015;4825942.307692308;5531288.461538462;6143471.659919028;2195114.3724696357;8479883.603238866;-5895071.862348178;4571525.303643725;13143779.352226721;23807931.17408907;10674997.975708501;7020241902.834008;17293074898.785427;16885147773.279352;8479883603.238867;407927125.5060729;2989390;61887666244.082466;741019230.7692307;5595619433.19838;105308966599.19028;2.1984924194463873;2.5198178878102966;2.7987023077103967;1.0241589313273063;136.4583160798935;-0.055592674097819615;0.3561789363902309;2836.660189282384;0.06666328736804816;0.16421274899224383;0.1603391270331693;0.5876770824238466;0.007036620476863823;17;30;36;43;47;38
Missouri;2015;4395689.271255061;8638336.032388665;8733579.95951417;2409243.927125506;10443626.518218623;-4651882.591093117;3860138.6639676113;28645931.17408907;41605007.085020244;12852870.44534413;11803295546.558704;26438461538.46154;25136456477.732792;10443626518.218624;1302005060.728745;6076204;94719807737.34804;3372471659.9190283;3671854251.012146;260463900809.7166;1.8245098479918567;3.5854966510988167;3.625029355136445;1.051797478370992;214.27935282106145;-0.019030015437987297;0.2510185011356198;1718.7748334681694;0.045316435444087394;0.10150528137016696;0.0965064886135464;0.3636581017288309;0.01294794268777694;16;15;18;7;33;14
Montana;2015;4467770.242914979;5337109.311740891;5815731.781376518;1085436.2348178138;2279228.7449392714;-641874.4939271255;3135324.8987854254;7905661.9433198385;11390349.190283401;3364664.979757085;2486452429.1497974;6032145748.987854;5587518218.623482;2279228744.9392715;444627530.3643725;1032073;18681741064.188953;463996963.562753;260871457.48987854;43711465587.04453;4.1161056721723295;4.917017822457995;5.357967234577042;1.079575137470229;430.81015622380636;0.2189090398550161;0.2001017446316378;2208.3987711521095;0.05688330042831479;0.13799916493249995;0.12782729070240884;0.4273876616419368;0.010614994426091155;6;14;7;31;40;10
Nebraska;2015;4709562.753036438;6115880.56680162;6396474.696356275;1552830.971659919;485171.05263157893;1259383.6032388664;2998085.020242915;13043851.2145749;15202165.991902834;2038002.024291498;5036442307.692307;8730769230.769232;8446667004.048583;485171052.631579;30375e4;1893765;16405267643.48751;0;15662955.465587044;93166470647.77328;3.0328882144861447;3.9385359246563514;4.119234361688884;1.0336348321278055;160.39476915034336;0.2800567120336304;0.03191460038589217;256.1939061243496;0.05405852848857145;0.09371149481208667;0.09066209061393121;0.17608553301873525;0;11;1;29;6;3;1
Nevada;2015;3377438.2591093117;5692070.850202429;5766028.340080972;2385011.133603239;5071890.688259109;-2161291.4979757085;1648292.5101214575;4445507.085020243;12160138.663967611;7456901.821862348;4724660931.174089;10403133603.238867;9820662955.465588;5071890688.2591095;596679149.7975708;2883758;66668523864.00105;1462887651.8218625;3555865384.6153846;122566771255.06073;1.4161100598330243;2.386601374729406;2.4176106596910274;1.0593107258048309;206.91027118002648;-0.04218693569460249;0.41709151749131884;1758.7781943766117;0.03854764943870551;0.08487727543699432;0.08012500333413243;0.5439363636761243;0.011935434350127424;22;22;16;2;46;16
New Hampshire;2015;519237.85425101215;1143014.170040486;2109918.016194332;840048.5829959514;3406841.093117409;-1670578.9473684211;1131976.7206477732;2013550.6072874495;6279676.113360324;4246889.676113361;2051428137.6518219;6504858299.595141;6442079959.51417;3406841093.1174088;62778340.08097166;1330111;17006873759.111286;2163967611.3360324;1634313765.1821864;75291505060.72874;0.618104553428566;1.3606524588899813;2.511661895398377;1.0097450420478336;47.19782039316392;-0.08576910926580189;0.5425185999432653;2561.320892104049;0.02724647536262129;0.08639564708327244;0.08556184332240545;0.22588037980372228;0.02874119211178759;39;33;42;1;9;12
New Jersey;2015;6159141.394736842;15312248.84008097;15378629.469635626;7305258.33097166;152533734.19331983;-129404867.96862349;5674510.747975712;-115260359.66497977;42422943.75506073;159838992.5242915;31144902564.77733;61342408906.88259;67480391456.47773;152533734193.31985;-6147062350.202429;8935421;226716942829.53522;82444028340.08098;43760002024.2915;543548978744.9393;0.8431106903672804;2.096058502840695;2.105145194446552;0.9090405017351758;-687.9432262008056;-2.9165905585202982;3.5955480853476542;17070.682421490812;0.0572991649008177;0.11285534755032178;0.12414776606202207;0.4171049007451494;0.15167727576352946;35;50;49;23;39;49
New Mexico;2015;4620896.761133604;6266159.91902834;7590094.129554656;3155334.008097166;7495675.101214575;6407173.076923077;13811495.951417005;27249180.16194332;38148607.28744939;10651009.10931174;6331553643.724696;19292275303.643726;18578049595.1417;7495675101.214575;807852226.7206478;2080328;52244149936.705864;3404129840.0809717;2930759109.311741;80064871457.48988;1.4644715105518258;1.9858943309799293;2.4054804055852985;1.0384446012399924;388.32925707900284;0.529997566516455;0.19648620576721804;3603.1217679205274;0.07908029487172048;0.24095805004679088;0.23203746233459752;0.6525227479375232;0.042517146135535616;26;11;21;50;49;46
New York;2015;23917004.048582997;52982793.52226721;53406882.591093116;35756072.87449393;87268218.62348178;-42954453.44129555;5217611.336032389;33729757.085020244;156479757.08502024;123024291.4979757;73436234817.81377;167303643724.69635;161147773279.35223;87268218623.48178;6404858299.595141;19747183;312885809468.6326;80055122469.63564;58087044534.41296;1175520388663.9675;0.668893480906955;1.48178447080137;1.4936450873269738;1.0382001582775384;324.34288473425005;-0.24116117514650523;0.5576965369141408;4419.2743148975615;0.062471255731495555;0.1423230471696408;0.13708632775183424;0.2661679137902845;0.0681018579019475;42;40;25;36;16;36
North Carolina;2015;6625896.761133604;11747745.951417005;12765127.530364372;5918823.886639676;9720849.190283401;827293.5222672065;1075984.8178137653;46586440.28340081;62672044.53441296;15639673.076923078;24337076923.076923;48373501012.14575;43369677125.50607;9720849190.283401;5008259109.311741;10035186;99421069042.54349;32861356275.303642;8599804655.870445;414310058704.4534;1.1194617187529392;1.9848108638499482;2.1567000091316424;1.1153760926593776;499.0698836386033;0.03036885670828705;0.15510662309645448;968.6765337765937;0.05874121666072724;0.11675676222636151;0.10467927633985752;0.23996778971148547;0.07931585435811292;31;9;5;17;13;15
North Dakota;2015;13098955.356275305;19834816.289473686;19975273.994939275;3440227.7975708502;2613946.495951417;8352636.547570851;6821544.1680161925;19876718.11842105;25939073.227732792;6054174.293522267;5429958981.781377;10185495951.417004;8041931292.510121;2613946495.951417;2153331260.1214576;756835;9870517394.203909;48987854.25101215;1746415991.902834;42864056680.16194;3.8075837203351757;5.7655531716472614;5.806381196339337;1.2665484920150087;2845.1792796599757;0.584993171589629;0.10077254777000716;3453.7864870829403;0.1266786067939863;0.23762323821606432;0.18761479699685155;0.23027492399645214;0.0011428655625514879;4;8;1;49;7;6
Ohio;2015;36479225.708502024;47044127.53036437;50187520.24291498;13825350.20242915;37792660.93117409;-9457555.668016195;14559041.497975709;28943503.036437247;77762190.2834008;51618011.13360324;25661693319.83806;63875643724.69636;63261828947.36842;37792660931.17409;1022557692.3076923;11605090;315888249697.6027;14611135118.421053;17927809716.59919;512095459514.17004;2.6385751662256287;3.402744005869638;3.630108424602286;1.0097027668586471;88.11286188281973;0.06560367977506007;0.48600304072506745;3256.5590556535185;0.05011115182349704;0.12473386072451376;0.12353522721600682;0.6168542286965188;0.02853205363758308;14;31;41;25;48;26
Oklahoma;2015;5596850.20242915;6722618.421052632;6931859.311740891;1811273.2793522268;2416957.4898785427;1873208.5020242915;6611505.060728745;19038922.06477733;23507852.22672065;4228230.769230769;8775338056.680162;18954911943.31984;17677741902.834007;2416957489.8785424;1337177125.506073;3907414;49582967060.60271;4875506.072874494;2250048582.9959517;180415460526.3158;3.0900087061576786;3.7115428674887037;3.827064303747671;1.0722473519245737;342.21536942491196;0.3609310404422538;0.10281490059441763;618.5567973801963;0.048639612320808684;0.105062569959491;0.09798352010001657;0.2748265969887344;2.702377090439731e-5;13;4;8;10;1;2
Oregon;2015;8065242.914979757;9974577.935222672;10702775.303643724;2979788.4615384615;12692850.20242915;-38685.22267206478;4173632.5910931174;16027929.149797572;32170409.91902834;15672638.663967611;10554384615.384615;26252530364.37247;24307088056.68016;12692850202.42915;-37274291.49797571;4024634;99195099271.45348;178441295.5465587;11424835020.242914;178543785425.10123;2.7066494884055228;3.347411423317214;3.5917903038385126;1.0800360085566751;-9.261535706843333;0.12853262917160685;0.394550465299527;3153.7899352907993;0.05911370474337882;0.14703693159561332;0.13614076792875515;0.5555785603810088;9.994259678190508e-4;15;27;14;37;43;24
Pennsylvania;2015;10283163.967611335;15443591.093117408;19609851.2145749;14383164.979757085;37872081.98380567;-19715746.963562753;2504824.8987854254;12832324.898785425;64290283.40080972;52255246.96356276;35469832995.951416;75368421052.63158;73776017206.47774;37872081983.80567;1432327935.222672;12791904;203617151589.87735;20839048582.995953;17778279352.226723;644592265182.1863;0.714944449436817;1.073726896330034;1.363389159630295;1.0215843021411304;111.97144187625798;-0.26770642707355935;0.5890794064119599;2960.6290028291073;0.05502677415144951;0.11692417846703389;0.11445377363568865;0.31588519221887873;0.03232903915951589;47;36;38;21;26;35
Rhode Island;2015;1225889.6761133603;2073147.7732793523;2317177.125506073;1238235.829959514;5749789.47368421;-4455259.109311741;1009573.8866396762;-530531.3765182187;6458363.360323886;6988025.303643725;3245885627.5303645;8042342105.263158;7558546558.704453;5749789473.684211;478734817.81376517;1055607;17880748641.347603;652141700.4048584;2656919028.340081;53475203441.29555;0.9900292387383448;1.6742753869003586;1.8713536383306208;1.0640064254154211;453.51614551037;-0.533522973303141;0.8902858437800655;5446.903510192913;0.06069889254547035;0.15039385710971528;0.14134675648316397;0.33437457906965945;0.012195216818964922;38;43;9;40;28;39
South Carolina;2015;6603002.024291498;8857991.902834008;9686746.963562753;3944962.5506072873;6451995.951417004;-2715129.5546558704;6206946.356275303;16461800.60728745;26732302.63157895;10396958.502024291;10329177125.506073;23844965587.044533;22716079959.51417;6451995951.417005;1128885627.5303643;4894834;71201222404.8696;9974546558.704454;3145943319.8380566;189810062753.03644;1.6737806606744674;2.2453931537247187;2.455472476429865;1.049695441710996;230.62796971876153;0.1306216246966522;0.24135578742832434;1318.1235464608208;0.05441849065160184;0.1256254027905224;0.119677954003262;0.37511827019155536;0.052550146256905385;21;10;19;27;34;21
South Dakota;2015;2326604.2510121455;3169774.2914979756;3228835.020242915;461733.8056680162;615213.5627530365;900133.6032388664;1562688.2591093117;6223820.850202429;7331690.283400809;1076947.3684210526;1495241902.8340082;3901823886.639676;3737902834.008097;615213562.7530365;163921052.63157895;857919;9923652113.645964;0;562251012.145749;41603478744.93927;5.038843208905003;6.864938743032006;6.992849517638368;1.0438537489899942;191.06821580076786;0.33591460729377626;0.08391155913199176;717.0998226557944;0.03594030951115818;0.09378600069866277;0.08984592026364581;0.23852938295101334;0;2;3;26;3;10;3
Tennessee;2015;6771089.068825911;9497647.773279352;9632619.433198381;2099708.5020242915;3628457.4898785427;3402279.3522267207;1215401.8218623481;32383100.20242915;38431510.12145749;5728165.991902834;13797119433.198381;29557674089.068825;28137258097.165993;3628457489.8785424;1420553643.7246964;6595056;45177748127.989174;1773154858.299595;2205184210.5263157;281206808704.4534;3.2247757544906945;4.52331729100627;4.587598432788049;1.0504816776033306;215.39675231335357;0.12015351880515557;0.09441360691815916;550.1784199980322;0.04906395935704055;0.10511009397405364;0.10005895030350447;0.16065666523555158;0.006305518939846046;7;2;20;13;2;4
Texas;2015;36551125.50607287;49117787.44939271;57058324.89878543;24676272.26720648;90633900.8097166;-10784246.963562753;76814483.80566801;149501676.11336032;273478733.805668;115310173.07692307;52401827935.22267;139749036437.24698;135295510121.45749;90633900809.7166;4643085020.242915;27429639;346219805675.9632;80613241274.2915;47540485829.95952;1305266828947.3684;1.4812255720912708;1.990486525578978;2.3122748963429562;1.0329170296323318;169.27255295787577;0.24144559952886818;0.3314111468503448;3304.232360102027;0.040146448812678474;0.10706549292296616;0.10365352671266952;0.26524829866026084;0.06175997082474086;29;18;30;9;15;19
Utah;2015;4353111.336032389;10502423.076923078;10825450.4048583;2100799.5951417005;6059159.91902834;2066723.6842105263;5926895.748987854;22979824.898785423;31092793.522267208;8159959.51417004;6723212550.607287;12748362348.178139;11306016194.331984;6059159919.02834;1458831983.805668;2990632;36096798720.5697;186468623.4817814;6002024291.497975;119194231781.37653;2.072121180001831;4.999250333640074;5.153014323638098;1.1275733316717909;487.8005665042266;0.2570891363451703;0.19487344920259586;2026.046641321413;0.05640551937898185;0.10695452420517218;0.09485371922249757;0.3028401473888239;0.0015644097931164832;8;12;3;14;23;8
Vermont;2015;795690.1123481782;1353375.4443319838;1375661.2479757087;620678.4473684214;2713867.8157894737;-2071893.6244939272;841189.3471659919;982706.0050607288;4363122.8643724695;3334546.263157895;3035374966.59919;5957793522.267206;5730952628.54251;2713867815.7894735;226949370.44534412;626088;8234410901.168923;2121672064.777328;636103238.8663968;30787008097.165993;1.2819683295300144;2.1804775887902696;2.2163831430079375;1.0395817080383696;362.48797364802414;-0.2820695899667136;0.6220012363048132;4334.642759148033;0.09859272317138874;0.19351648277948885;0.1861484107340088;0.26746382354467624;0.0689145258311941;30;41;22;48;17;44
Virginia;2015;8736823.886639677;12396560.728744939;12769602.226720648;5810178.137651822;14252988.86639676;-4965580.971659919;2308880.5668016193;21069148.7854251;43580897.773279354;20063167.004048582;21850687246.963562;39415284412.95547;38128575910.931175;14252988866.39676;1185368421.0526316;8367587;102795624798.57849;5132591093.117409;7222504048.582996;441649322874.49396;1.503710158217396;2.133593916580843;2.1977987463016877;1.0337465659622342;141.66191771327047;-0.06096020368096216;0.3270467015283852;1703.3571167406758;0.0494751969837685;0.0892456579723011;0.08633224129671403;0.2327539508710863;0.011621417326560619;28;17;31;5;11;13
Washington;2015;11130624.493927125;18614211.53846154;23174490.89068826;10383302.631578948;57366341.09311741;-13046218.623481782;12713811.74089069;20852044.534412954;90158078.94736843;67749643.72469635;18372663967.611336;48131578947.36842;47891417004.048584;57366341093.11741;305421052.6315789;7160290;104656131343.27301;14069453441.295547;25120445344.129555;376645078947.3684;1.0719734258804452;1.7927062514627823;2.231899783042749;1.0050147178418116;42.6548439562614;-0.0036869339550273943;0.6362861960114097;8011.7343142690315;0.048779779677351615;0.12779027694158251;0.12715264231751938;0.2778640614016822;0.03735467215081172;33;37;44;28;21;31
West Virginia;2015;5029638.663967611;5965582.995951417;6796007.085020243;3477429.149797571;7882743.927125506;-4622519.230769231;2280458.5020242915;6659057.692307692;18180450.4048583;11360173.076923078;5244782388.663968;12406511133.60324;11994236842.105263;7882743927.125506;412274291.4979757;1841053;22822108183.82517;2929090661.94332;2110283400.8097167;68610553643.72469;1.446366970340833;1.7155153243880432;1.954319352679221;1.0343726988990833;223.93396143292762;-0.12882303114553634;0.4335835334981045;4281.649646764926;0.07644279356640447;0.18082511326211942;0.17481620836916667;0.33263261949953;0.042691546801287505;32;34;28;46;27;45
Wisconsin;2015;6945065.7894736845;13618785.425101215;13935195.344129555;8475477.732793523;14386069.83805668;-8676721.65991903;8010496.963562753;22226310.72874494;44166054.655870445;22861547.5708502;16053570850.202429;36089170040.48583;34779412955.46558;14386069838.05668;1326066801.6194332;5767891;48315555271.214874;953759109.3117409;13860458502.024292;268206060728.74493;0.8194305983014584;1.606845756010553;1.6441781553163854;1.0376589762080621;229.90496901197218;-0.015084541771894997;0.3257268495035139;2494.164650139311;0.05985536198019962;0.1345576231291256;0.12967422459047404;0.1801434133887067;0.0035560684449869404;40;26;27;33;4;25
Wyoming;2015;22070437.157894738;23591689.887651823;24424071.278340083;4112310.2004048587;2122137.1649797573;5427307.618421053;12867264.531376518;19198865.708502024;25355324.748987857;5881707.375506073;2693180118.4210525;5101297556.680162;4592260179.149797;1769397175.1012146;509037377.5303644;586555;13079608477.49317;246687874.49392712;26959911.94331984;33268775303.643726;5.366919342738759;5.736845893903921;5.939258005375062;1.1108468069473814;867.8425339999905;0.7215278183541255;0.08369591736601478;3016.5920929856784;0.08095218696331408;0.15333589860524408;0.13803514368161413;0.39314968339278306;0.007414997163027787;3;6;2;42;37;7
Average;2015;10335004.925769232;14712977.568744939;16303969.744109316;6684947.329534411;27913644.32068825;-15748744.567165993;7928598.698157894;11132721.862449393;45954893.42147773;34591536.870668024;17366474628.178135;38175606214.2915;37006450893.31984;27906589520.890697;1204198060.8906882;6404524.82;106841177375.10025;13514826227.186237;12749756546.417004;312058536943.3198;2.2296619467126257;3.02341453053264;3.2636750022079832;1.0372896140375356;143.82173517077956;-0.1729023362449061;0.5970973558144664;4177.136240115561;0.058689551422987464;0.1333457372511183;0.12917346844504798;0.3487255449362895;0.03761247247163931;25.5;25.5;25.5;25.5;25.5;25.5
Alabama;2016;8041677;9278526;10725033;2194950;10300300;-7664866;7895231;21620729;33615834;12495250;8703722e3;22319659e3;21630932e3;103003e5;688731e3;4863300;86970850243.81725;9478603285;5191977e3;190791463e3;3.6637176245472562;4.227215198523885;4.886231121437846;1.0318399133241232;141.6180371352785;0.006852871774652386;0.30641215089293933;2117.965167684494;0.04561903275515006;0.11698457912658283;0.11337473731725617;0.45584246211172064;0.049680437143039255;6;19;22;21;34;14
Alaska;2016;65876488;67050382;69154104;3858516;6431951;14337160;46140624;68077671;78124537;10290467;126954e3;5639e6;10791109e3;6431951e3;-5153059e3;741894;37334622084.89829;8484662103;2093079e3;41032003e3;17.07301148939126;17.377246070769175;17.922461381525956;0.5225598221647099;-6945.815709521846;0.7741202229460893;0.08232946071731599;8669.636093565927;0.003094023950037243;0.1374293134069034;0.26299249880635855;0.90989031378503;0.20678157249598564;1;6;50;2;50;11
Arizona;2016;5094889;6598436;8155867;5811255;15206716;-4930868;8047876;24601432;45179803;21017971;13848653e3;3552461e4;3395715e4;15206716e3;1572932e3;6931071;110431449232.41;36236435;9502194e3;278924877e3;0.8767278324561562;1.1354580034777342;1.403460526168616;1.0461599398064914;226.93924214598292;0.06899118174552465;0.3365821670360094;2193.9922416030654;0.04965011779856409;0.12736264467367678;0.12174299533705629;0.3959182501760501;1.2991467591469083e-4;46;20;15;26;9;27
Arkansas;2016;5850192;7135074;7643681;1846973;8922322;-315903;3189721;15444638;25786372;10769295;7735598e3;21435085e3;20693711e3;8922322e3;741374e3;2988248;48170513173.27244;124710971;3959545e3;117572045e3;3.1674485766711262;3.8631176525049367;4.138490925422299;1.0358260536256643;248.09654352650784;0.11144716286571837;0.34600920206999264;2985.803721779451;0.06579453474675889;0.18231446939619023;0.17600876977175994;0.4097106006217076;0.0010607195868711818;11;23;20;45;26;25
California;2016;42832500;61983868;84171417;51974340;221444193;-172250267;34820258;-30312471;240386369;273418533;140028658e3;283255e6;272668114e3;221444193e3;10628e6;39250017;1190838633150.7053;1060611e5;112554735e3;2197492012e3;0.8241085889690951;1.1925859568394712;1.6194802473682206;1.0388270041725525;270.77695278450454;-0.5717046668315873;0.921201122680962;5641.8878238957195;0.06372203276978283;0.12889921713171623;0.12408150405599745;0.5419080600283454;0.048264612303855786;45;45;17;28;41;42
Colorado;2016;5621057;8209199;8966880;4253616;17588909;-5711391;4900491;15570919;36328263;21842525;11479519e3;31602685e3;31387906e3;17588909e3;223459e3;5540545;122812501020.67755;1845893098;6301318e3;288432728e3;1.3214773030757831;1.9299342018649543;2.108060530146586;1.0068427310824748;40.331591928230885;-0.022321463594337003;0.48416597842842085;3174.5810204591785;0.03979964090621505;0.10956691780136685;0.10882227622934662;0.42579253010663043;0.006399735254731564;32;33;32;15;31;28
Connecticut;2016;2193218;5207946;5457689;5215149;62294820;-49250915;3066888;-37858651;27085274;67509969;16204e6;30401e6;32877502e3;6229482e4;-2477325e3;3576452;121651262404.36093;21887478e3;2354592e4;254047871e3;0.420547524145523;0.9986188314082685;1.0465068208022437;0.9246748734134363;-692.6767086486831;-1.705134199491576;2.299951626850812;17418.05006749706;0.06378325445600762;0.11966642302623351;0.12941459367711056;0.47885172950085825;0.0861549357365014;50;47;48;27;36;49
Delaware;2016;1763160;2567707;2601181;1314128;7175609;-2991917;1243821;3292105;11810762;8489737;4225035e3;8528686e3;8887465e3;7175609e3;-358779e3;952065;13747374290.417683;7729e6;3271448e3;46362308e3;1.341695786103028;1.9539245796452096;1.9793969841598382;0.9596308958741329;-376.8429676545194;-0.14800873982559296;0.607548352934383;7536.8898131955275;0.09113081686960019;0.18395732153800454;0.19169591384449627;0.2965204901019527;0.16670869793626322;33;40;42;48;11;44
Florida;2016;50677303;61147317;61258121;10551316;45322829;-10724061;27694154;90933747;146085651;55874145;3762e7;86753e6;80987e6;45322829e3;5702e6;20612439;253011578657.79114;20554897746;25174e6;944443033e3;4.802936714244934;5.795231324699213;5.805732763571862;1.071196611801894;276.6290781988488;0.1161653652075658;0.31024832822218795;2198.8096120017626;0.03983300070571858;0.09185625492353015;0.08575106932892161;0.26789501305770247;0.021764041903838155;4;17;6;5;7;4
Georgia;2016;12411707;18219947;18877820;5817610;23737665;-6751728;6336535;21476887;51001464;29555275;21002366e3;50079303e3;4666303e4;23737665e3;341641e4;10310371;172768281435.09085;15937642966;14096779e3;431331043e3;2.133471820902398;3.131861193857959;3.2449442296750726;1.0732115552719144;331.3566505026832;-0.008140805526680568;0.465431051155708;2302.30949012407;0.04869198807005412;0.11610410104426451;0.10818379700994533;0.40054682879639353;0.03694990941331343;16;27;3;19;28;18
